environment,task_id,instruction,category,task_type
ai2thor,ai2thor05519,I’d like to start working from the bedside—could you please pick up the laptop?,Work,Interaction
ai2thor,ai2thor05520,I'm about to start working out—please fill the cup with water and then pick up the baseball bat,Entertain,Hybrid
ai2thor,ai2thor05521,"I want to study now. Please pick up the fountain pen on the table in front of you, then go to the other desk, open the book, and study hard",Work,Hybrid
ai2thor,ai2thor05522,"I'm going to start working seriously. Please turn on the desktop computer and the laptop on the desk, then fill the bowl with water",Work,Hybrid
ai2thor,ai2thor05523,The sunlight is lovely now—there's no need for extra light. Please switch off the bedside lamp,Daily,Interaction
ai2thor,ai2thor05524,I'm ready to work now; the desk lamp is already on. Please turn off the wall light and open the book,Work,Hybrid
ai2thor,ai2thor05525,I'd like to take a break and read for a while in the armchair—could you place the book on it?,Entertain,Interaction
ai2thor,ai2thor05526,"I'd like to read in bed for a while—please take the book from the desk, put it on the bed, and open it",Entertain,Hybrid
ai2thor,ai2thor05527,"I'm the MVP of the basketball league. Next to a painting on my bookshelf is my MVP trophy; I want to place it on the dresser , then pick up the basketball and work out",Entertain,Hybrid
ai2thor,ai2thor05528,I'd like to work and watch TV at the same time. Could you please help me turn on the laptop and then the TV?,Work,Hybrid
ai2thor,ai2thor05529,I'd like to work at the other desk. Please take the tissues next to the laptop and put them beside the newspaper on that desk,Daily,Hybrid
ai2thor,ai2thor05530,I'm cleaning the room right now—please close the paper box and then pick it up for me,Daily,Interaction
ai2thor,ai2thor05531,"It's a bright and sunny afternoon; I'm going to turn off the wall light in the room, switch on the TV, and enjoy the rest of the day",Entertain,Hybrid
ai2thor,ai2thor05532,"I'm taking out the trash, and the glove sculpture in front of me is something I really dislike—please pick it up, walk over to the trash can, and smash it",Daily,Hybrid
ai2thor,ai2thor05533,"The sunlight is so bright today—there's no need for the big wall light in the room, so go ahead and switch it off. Just turn on the floor lamp next to the sofa instead.",Daily,Hybrid
ai2thor,ai2thor05534,"I'm going to walk out for a bit—I don't want to leave the door open, so please pick up the key chain and turn off the light",Travel,Hybrid
ai2thor,ai2thor05535,"I'm the housekeeper of this room, and I need to keep it tidy every day. I'd like to water the flowers by the door first, then clear the plates from the dinner table.",Daily,Hybrid
ai2thor,ai2thor05536,I'm about to have dinner—please take the bowl from the coffee table and bring it to the dinner table,Daily,Hybrid
ai2thor,ai2thor05537,I've finished dinner and feel like reading the paper—please pick up the newspaper and set it right next to the bowl on the coffee table so I can relax and read.,Entertain,Hybrid
ai2thor,ai2thor05538,I'm going to the gym and need to put my watch in the box—please pick up the watch and place it in the box,Daily,Hybrid
ai2thor,ai2thor05539,Please pick up the book on the TV stand—the one that seems to be about deep learning—and place it on the sofa; I'll come study it in a bit,Entertain,Hybrid
ai2thor,ai2thor05540,I'm getting ready to head out—please water the potted plant on the table and then turn off the wall light.,Daily,Hybrid
ai2thor,ai2thor05541,"I’ve finished dinner and feel like scrolling on my phone for a bit—please pick it up from the dining table, turn it on, and set it on the coffee table so I can relax with a full stomach",Entertain,Hybrid
ai2thor,ai2thor05542,I'm cleaning the bathroom right now—I'm throwing the rag into the trash can,Daily,Hybrid
ai2thor,ai2thor05543,I need to use the toilet—please lift the lid and then put the toilet paper into the toilet paper hanger.,Daily,Hybrid
ai2thor,ai2thor05545,"I want to wash my face—please pick up the soap bottle, turn on the faucet, and then put it back on the side table where it was.",Daily,Hybrid
ai2thor,ai2thor05546,"I'm going to take a shower—open the shower door, step inside, turn on the faucet",Daily,Hybrid
ai2thor,ai2thor05547,I've finished my shower. Please open the bathroom door for me and turn off the lights. Thank you.,Daily,Hybrid
ai2thor,ai2thor05548,"I'm about to hop in the shower. Could you grab the soap, drop it on the tub, and pull the curtain open for me?",Daily,Hybrid
ai2thor,ai2thor05549,I want to wash my face—could you turn on the faucet for me?,Daily,Interaction
ai2thor,ai2thor05550,I need to use the toilet. Could you lift the seat for me? Thanks.,Daily,Interaction
ai2thor,ai2thor05551,I'm in a hurry to use the toilet—could you take the paper towel from the sink counter and place it on the toilet for me?,Daily,Hybrid
ai2thor,ai2thor05552,I am done with the big clean. My rag is really dirty. Could you toss it in the trash for me?,Daily,Hybrid
ai2thor,ai2thor05553,I want to clean the shower glass—please grab the spray bottle,Daily,Interaction
ai2thor,ai2thor05554,I've finished using the toilet and washing my hands—please take a hand towel from the hand-towel holder so I can dry them.,Daily,Interaction
ai2thor,ai2thor05555,I'm about to start my bath—please pick up the candle next to the bathtub and place it on the countertop to keep water from splashing onto it.,Daily,Hybrid
ai2thor,ai2thor05556,I feel like going out for a walk—could you hand me my boots?,Travel,Interaction
ai2thor,ai2thor05557,"I'm about to start work—please fill the kettle with coffee, then pick it up and place it on the coffee table.",Daily,Interaction
ai2thor,ai2thor05558,I need to go to the bank—could you find my credit card and hand it to me if you locate it?,Travel,Interaction
ai2thor,ai2thor05559,"I am heading out to work. Could you do me a quick favor? Grab my watch from the side table and set it on the dresser, then bring my laptop along so I do not forget it.",Travel,Hybrid
ai2thor,ai2thor05560,"Please find the vase that’s sitting on the shelf, pick it up, and set it on the side table next to the sofa.",Daily,Hybrid
ai2thor,ai2thor05561,"I’m ready to really kick back and watch some TV. Could you grab the kettle, fill it up, and set it on the coffee table? Then switch the TV on for me. Nothing beats sipping water while I binge my show.",Entertain,Hybrid
ai2thor,ai2thor05562,I'm tidying up—please put the watch and credit card from the table into the box,Daily,Interaction
ai2thor,ai2thor05563,I'm looking for the remote. Could you look for the remote on the dresser and then set it on the coffee table in front of the TV?,Entertain,Hybrid
ai2thor,ai2thor05564,"I'm getting sleepy—could you turn off all the lights in the room for me, including the one over the dining table and the floor lamp? Thanks.",Daily,Hybrid
ai2thor,ai2thor05565,Could you grab my phone from the dining table and bring it to the sofa? I'm feeling a bit lazy and don't want to get up.,Entertain,Hybrid
ai2thor,ai2thor05566,"I'd like some wine with dinner—please find my watering can, fill it with wine, and place it on the dining table",Daily,Hybrid
ai2thor,ai2thor05567,Could you please take my phone from the dining table and put it on the chair? I left it there after finishing my meal.,Daily,Hybrid
ai2thor,ai2thor05568,"Can you find my dish sponge? If you do, please put it in the sink—I want to wash the dishes",Daily,Hybrid
ai2thor,ai2thor05570,"I'm going to step into the shower—please open the door for me, turn on the faucet, and hand me the towel for drying off",Daily,Hybrid
ai2thor,ai2thor05571,I left the cloth on the counter. Could you take it to the side table by the sink?,Daily,Hybrid
ai2thor,ai2thor05572,We are out of paper by the sink. Could you move the tissues from the counter top to the side table next to it?,Daily,Hybrid
ai2thor,ai2thor05573,I don't need this rag anymore. Please throw it in the trash.,Daily,Hybrid
ai2thor,ai2thor05575,My soap bottle is empty. Could you throw it in the trash for me?,Daily,Hybrid
ai2thor,ai2thor05576,This bar of soap is no longer useful. I'd like to throw it in the trash can next to the toilet,Daily,Hybrid
ai2thor,ai2thor05577,"I accidentally threw the paper into the trash can next to the toilet. Could you go over, take it out, and place it on the counter top for me?",Daily,Hybrid
ai2thor,ai2thor05578,Can you get the faucet running and grab the toilet paper? I'll use it when I'm done washing up.,Daily,Interaction
ai2thor,ai2thor05579,"I'm feeling chilly after my shower. First, could you get the candle from under the counter and place it up top? Then, go ahead and light it, please",Daily,Interaction
ai2thor,ai2thor05580,I think I left my towel in the shower. Would you mind opening the shower door and stepping in to get it for me?,Daily,Hybrid
ai2thor,ai2thor06000,I'm getting ready to draw. Could you take a pencil from the drawer next to the bed and place the pencil on the desk for me?,Work,Hybrid
carla,carla00200,Walk to the position of the large tree ahead on the right. You can turn and move in any direction.,Travel,Navigation
carla,carla00201,Walk to the newsstand next to the bus stop. You can turn and move in any direction.,Travel,Navigation
carla,carla00202,Walk to the streetlight in front of the gas station. You can turn and move in any direction.,Travel,Navigation
carla,carla00203,Walk to the church. You can turn and move in any direction.,Travel,Navigation
carla,carla00204,Walk to the yellow shop next to the trash can. You can turn and move in any direction.,Travel,Navigation
carla,carla00205,Walk to the position marked by the red line in the screenshot.You can turn and move in any direction.,Travel,Navigation
carla,carla00206,Walk to the position marked by the red line in the screenshot.You can turn and move in any direction.,Travel,Navigation
carla,carla00207,Walk to the position marked by the red line in the screenshot.You can turn and move in any direction.,Travel,Navigation
carla,carla00208,Walk to the position marked by the red line in the screenshot.You can turn and move in any direction.,Travel,Navigation
carla,carla00209,Walk to the position marked by the red line in the screenshot.You can turn and move in any direction.,Travel,Navigation
carla,carla00210,Walk to the house with the yellow roof.You can turn and move in any direction.,Travel,Navigation
carla,carla00211,Walk to the ResidentialBuildingRoundCorners.You can turn and move in any direction.,Travel,Navigation
carla,carla00212,Walk to the HighwayLight_multiple.You can turn and move in any direction.,Travel,Navigation
carla,carla00213,Walk to under the billboard.You can turn and move in any direction.,Travel,Navigation
carla,carla00214,Walk to the streetlight near the stone.You can turn and move in any direction.,Travel,Navigation
carla,carla00215,Walk to the position marked by the red line in the screenshot.You can turn and move in any direction.,Travel,Navigation
carla,carla00216,Walk to the position marked by the red line in the screenshot.You can turn and move in any direction.,Travel,Navigation
carla,carla00217,Walk to the position marked by the red line in the screenshot.You can turn and move in any direction.,Travel,Navigation
carla,carla00218,Walk to the position marked by the red line in the screenshot.You can turn and move in any direction.,Travel,Navigation
carla,carla00219,Walk to the position marked by the red line in the screenshot.You can turn and move in any direction.,Travel,Navigation
carla,carla00300,I'm picking someone up. Please drive to the streetlight by the mailbox.,Travel,Navigation
carla,carla00301,"Please turn right at the intersection ahead, then drive to the streetlight closely framed by the red box, just before the next intersection.",Travel,Navigation
carla,carla00302,Please go straight through the traffic lights ahead and pull up next to the speed limit sign.,Travel,Navigation
carla,carla00303,Please turn left at the traffic light ahead and go straight until the next traffic light.,Travel,Navigation
carla,carla00304,Please continue straight ahead until you reach the traffic light shown in the image.,Travel,Navigation
carla,carla00305,Please go straight at the intersection ahead until the next streetlight marked with red box.,Travel,Navigation
carla,carla00306,"Please turn right at the intersection ahead, then go straight to the traffic light at the next intersection.",Travel,Navigation
carla,carla00307,"Please go straight through this intersection, stay in this lane, and stop at the very first streetlight marked with red box you see along this roadside.",Travel,Navigation
carla,carla00308,Please go to the location of the traffic light shown in the image.,Travel,Navigation
carla,carla00309,Please turn right at the intersection ahead and drive to the next streetlight marked with red box.,Travel,Navigation
carla,carla00310,Please turn left at the intersection ahead and drive to the next streetlight marked with red box.,Travel,Navigation
carla,carla00311,Please go straight along the current road until you reach the speed limit sign.,Travel,Navigation
carla,carla00312,Please go straight through the intersection ahead and drive to the nearest tree in front marked with red box.,Travel,Navigation
carla,carla00313,Please drive straight through the traffic light and then stop next to streetlight marked with red box.,Travel,Navigation
carla,carla00314,"Please follow the current lane and stop at the streetlight closely framed by the red box, situated immediately before the intersection.",Travel,Navigation
carla,carla00315,Please go straight to the streetlight closely framed by the red box before you reach the intersection.,Travel,Navigation
carla,carla00316,Please drive to the streetlight marked with red box after passing through this intersection.,Travel,Navigation
carla,carla00317,Please drive to the lamppost marked with a red box next to the gate of the terracotta-colored house.,Travel,Navigation
carla,carla00318,"Please drive to the tree marked with red box,which is in front of the house ahead.",Travel,Navigation
carla,carla00319,Please keep going straight on this road until you reach the lamppost marked with a red box before the next intersection.,Travel,Navigation
carla,carla00400,"Do you see the church ahead of the slide? If yes, please walk straight to the church door.",Travel,Navigation
carla,carla00401,Do you see the streetlight just beyond the two cars in front of you? Please walk up to the streetlight.,Travel,Navigation
carla,carla00403,I made plans with my friend to meet at the traffic light pole inside the red box up ahead. Please walk over there and wait.,Travel,Navigation
carla,carla00404,Can you see the storefront marked by the red box? Please walk forward to the front of this shop.,Travel,Navigation
carla,carla00405,"I want to eat here, can you see the place marked with the red box? Walk over there.",Travel,Navigation
carla,carla00406,Please help me find the speed limit sign and walk over to it.,Travel,Navigation
carla,carla00407,Is there a stop sign ahead? Walk over there—I want to take a closer look.,Travel,Navigation
carla,carla00408,"Can you find the soccer goal under the Coca-Cola sign? If so, please walk over there.",Travel,Navigation
carla,carla00409,Can you walk to the lamp post closest to the parking sign inside the soccer field?,Travel,Navigation
carla,carla00410,See the two office hallways ahead? Walk to the second one—I need to wait for someone there.,Travel,Navigation
carla,carla00411,Can you see the tree by the red frame? Walk over there. I need to wait for a friend.,Travel,Navigation
carla,carla00412,Walk to the security booth in front of this lawn. I need to find the guard.,Travel,Navigation
carla,carla00413,Can you see the Coca-Cola billboard? Please walk underneath it.,Travel,Navigation
carla,carla00414,Walk to the last tree inside the red frame. I think I left something there.,Travel,Navigation
carla,carla00415,Walk to the traffic light under the red frame.,Travel,Navigation
carla,carla00416,Can you see the shop inside the red box? Walk over there. I'm a bit hungry.,Travel,Navigation
carla,carla00417,Can you see the utility pole in the image? Walk underneath it,Travel,Navigation
carla,carla00418,Can you find the traffic light closest to the house with the red border? Walk over to it.,Travel,Navigation
carla,carla00419,Can you see the storefront marked by the red box? Please walk forward to the front of this shop.,Travel,Navigation
carla,carla00500,Head toward the streetlamp located within the red box in the image. You can turn and move in any direction.,Travel,Navigation
carla,carla00501,Walk to the target point. You can turn and move in any direction.,Travel,Navigation
carla,carla00502,Walk to the target point. You can turn and move in any direction.,Travel,Navigation
carla,carla00503,Walk to the target point. You can turn and move in any direction.,Travel,Navigation
carla,carla00504,Walk to the target point. You can turn and move in any direction.,Travel,Navigation
carla,carla00505,Walk to the target point. You can turn and move in any direction.,Travel,Navigation
carla,carla00506,Walk to the target point. You can turn and move in any direction.,Travel,Navigation
carla,carla00507,Walk to the target point. You can turn and move in any direction.,Travel,Navigation
carla,carla00508,Walk to the target point. You can turn and move in any direction.,Travel,Navigation
carla,carla00509,Walk to the target point. You can turn and move in any direction.,Travel,Navigation
carla,carla00510,Walk to the target point. You can turn and move in any direction.,Travel,Navigation
carla,carla00511,Walk to the house behind the car.You can turn and move in any direction.,Travel,Navigation
carla,carla00512,Walk to the nearest traffic light beside the tree. You may turn and move in any direction.,Travel,Navigation
carla,carla00513,Walk to the gas station. You can turn and move in any direction.,Travel,Navigation
carla,carla00514,Walk to the tree positioned in the middle section of the straight wire fence.You can turn and move in any direction.,Travel,Navigation
carla,carla00515,Walk to the stopsign. You can turn and move in any direction.,Travel,Navigation
carla,carla00516,Walk to the traffic light. You can turn and move in any direction.,Travel,Navigation
carla,carla00517,Walk to the area near the yellow-roofed bungalow. You can turn and move in any direction.,Travel,Navigation
carla,carla00518,Please walk to Walk toward the streetlight opposite the house with the yellow roof. You can turn and move in any direction.,Travel,Navigation
carla,carla00519,Walk to the speed limit station. You can turn and move in any direction.,Travel,Navigation
carla,carla00000,Walk forward to reach the city lamp.,Travel,Navigation
embodiedcity,embodiedcity_2000,Let's head to the entrance of the building up front-I'm here to pick up a friend.,Daily,Navigation
embodiedcity,embodiedcity_2001,"I have to dump my garbage, let me go find a trash can.",Daily,Navigation
embodiedcity,embodiedcity_2002,I need to find a shaded spot under a tree against the wall to cool off.,Daily,Navigation
embodiedcity,embodiedcity_2003,I want to stand above the red logo to take a photo.,Entertain,Navigation
embodiedcity,embodiedcity_2004,"I have to dump my garbage, let me go find a trash can.",Daily,Navigation
embodiedcity,embodiedcity_2005,Please move to the first lamppost on your right.,Travel,Navigation
embodiedcity,embodiedcity_2006,I want to stand on the ground and observe the structure of the air conditioner outdoor unit carefully.,Daily,Navigation
embodiedcity,embodiedcity_2007,I want to find the nearest no-parking sign to check if my car can be parked around this area.,Travel,Navigation
embodiedcity,embodiedcity_2008,"I'm tired from walking around the park, so I want to find a chair to sit on.",Daily,Navigation
embodiedcity,embodiedcity_2009,I want to observe the shutters of the building ahead up close as soon as possible.,Travel,Navigation
embodiedcity,embodiedcity_3000,I want to check the surroundings under the shade of the trees. Please move to the tree at the front-left.,Travel,Navigation
embodiedcity,embodiedcity_3001,I need to verify whether this landmark is correct. Please move next to the stone lion ornament on the right.,Travel,Navigation
embodiedcity,embodiedcity_3002,I suspect I dropped something around here. Please move to the nearest trash bin and help me watch the ground and the surrounding area.,Daily,Navigation
embodiedcity,embodiedcity_3003,I want to confirm the location of the road facilities to avoid going the wrong way. Please move to the manhole cover ahead.,Travel,Navigation
embodiedcity,embodiedcity_3004,I need to use the fire hydrant as a reference point for positioning. Please move to the nearest fire hydrant.,Travel,Navigation
embodiedcity,embodiedcity_3005,I want to follow the direction of the fence to look for an entrance or passage. Please move next to the black fence.,Travel,Navigation
embodiedcity,embodiedcity_3006,I need to confirm exactly where the trash drop-off point is. Please move to the nearest garbage collection point.,Daily,Navigation
embodiedcity,embodiedcity_3007,I need to confirm the entrance to this house. Please move to the doorway of the house ahead.,Travel,Navigation
embodiedcity,embodiedcity_3008,I want to clearly see the information on the billboard. Please move next to the billboard.,Travel,Navigation
embodiedcity,embodiedcity_3009,I’m going to place a positioning marker near the flower bed. Please move to the center of the circular flower bed.,Travel,Navigation
embodiedcity,embodiedcity_4000,I need to withdraw money from Huaxia Bank. Help me fly to their sign to see if they're open.,Travel,Navigation
embodiedcity,embodiedcity_4001,My friend asked to meet me at the China Merchants Bank entrance. Help me move to their sign and wait for him.,Daily,Navigation
embodiedcity,embodiedcity_4005,I need to observe the traffic conditions at this intersection. Help me move to the center of the crossroads.,Travel,Navigation
embodiedcity,embodiedcity_4006,I want to check if the traffic light in front of the drone is working properly. Help me fly closer to that green signal light to take a look.,Travel,Navigation
embodiedcity,embodiedcity_4007,My keys might have fallen near the rightmost stone pier. Help me move there and look around carefully.,Daily,Navigation
embodiedcity,embodiedcity_4008,That orange billboard has the contact number I need. Help me fly closer to get a clear photo.,Travel,Navigation
embodiedcity,embodiedcity_4009,My friend lives in the building in front of the drone but can't find the entrance. Help me move to the residential building entrance to confirm the location.,Travel,Navigation
embodiedcity,embodiedcity_5000,Please move to the vicinity of the word Bank on the nearest Huaxia Bank sign.,Travel,Navigation
embodiedcity,embodiedcity_5001,Please move to the nearest fire hydrant.,Travel,Navigation
embodiedcity,embodiedcity_5002,I'm not sure if this is the correct entrance to our destination. Please fly me in front of the 'Zhongfu Building' sign so I can confirm the building's name and locate the main lobby.,Travel,Navigation
embodiedcity,embodiedcity_5003,I heard strange sounds coming from beneath the manhole cover at that nearby T-junction. Go over there and investigate it for me.,Travel,Navigation
embodiedcity,embodiedcity_5004,Please move to the far right side of the blue roof in front of you.,Travel,Navigation
embodiedcity,embodiedcity_5005,Please move to the billboard directly in front of you.,Travel,Navigation
embodiedcity,embodiedcity_5006,Please move to the nearest trash can.,Daily,Navigation
embodiedcity,embodiedcity_5007,Please proceed to the very top-left corner of the iron gate to your left.,Travel,Navigation
embodiedcity,embodiedcity_5008,I need to conduct a transaction at Huaxia Bank. Please guide me to a spot 10 meters in front of the nearest bank sign and confirm the location of the ATM.,Travel,Navigation
embodiedcity,embodiedcity_5009,Please move to a spot 5 meters in front of the Xi'an Noodle Shop sign.,Travel,Navigation
embodiedcity,embodiedcity_7000,"Designate the left edge of the blue-roofed structure in front of you as your landing point to secure a better vantage point, and navigate to that location.",Travel,Navigation
embodiedcity,embodiedcity_7001,Identify the 'Gong' character on the ICBC building and coordinate a flight path to its overhead position.,Travel,Navigation
embodiedcity,embodiedcity_7002,"Locate the Xi'an Noodle Restaurant sign to confirm the destination, then execute a flight to its frontal position.",Travel,Navigation
embodiedcity,embodiedcity_7003,Locate the tallest glass building to establish a high-altitude vantage point and plan a flight path to its roof.,Travel,Navigation
embodiedcity,embodiedcity_7004,Locate the trash can to dispose of waste and plan a path to its overhead position.,Daily,Navigation
embodiedcity,embodiedcity_7005,"Look for an open area nearby containing a curved lawn to identify a safe landing spot, and fly toward the center of the lawn area.",Travel,Navigation
embodiedcity,embodiedcity_7006,Locate the pink tree ahead to capture a scenic view and coordinate a flight to its overhead position.,Entertain,Navigation
embodiedcity,embodiedcity_7007,Take off and ascend to the level of the low-rise building ahead to establish a safe vantage point on its roof.,Travel,Navigation
embodiedcity,embodiedcity_7008,Spot the nearby circular flower bed and descend to land on it.,Travel,Navigation
embodiedcity,embodiedcity_7009,"Aim for the center of the shaded area in the parking lot to avoid direct sunlight, and set the flight path over that area.",Travel,Navigation
embodiedcity,embodiedcity_8000,Please proceed to the area above and behind the Agricultural Bank of China logo.,Travel,Navigation
embodiedcity,embodiedcity_8001,Please fly to the maple tree located 10 meters below the cylindrical building.,Travel,Navigation
embodiedcity,embodiedcity_8002,Please fly over the first overpass behind you.,Travel,Navigation
embodiedcity,embodiedcity_8005,Please fly to the tree furthest down the column to the right of the pink trees on your right.,Travel,Navigation
embodiedcity,embodiedcity_8006,Please fly from the circular flowerbed inside the residential complex to a position 5 meters directly in front of and 5 meters above the An Ge Jia sign located on the street outside the complex.,Travel,Navigation
embodiedcity,embodiedcity_8007,Please fly all the way from the Bank of Shanghai to the billboard marked 'Tea Ceremony.',Travel,Navigation
game,block3d/level_01,block3d | block3d/level_01 | Intro - Straight line (X-axis horizontal),Entertain,Hybrid
game,block3d/level_02,block3d | block3d/level_02 | Unknown level 2,Entertain,Hybrid
game,block3d/level_03,block3d | block3d/level_03 | Unknown level 3,Entertain,Hybrid
game,block3d/level_04,block3d | block3d/level_04 | Unknown level 4,Entertain,Hybrid
game,block3d/level_05,block3d | block3d/level_05 | Unknown level 5,Entertain,Hybrid
game,block3d/level_06,block3d | block3d/level_06 | Unknown level 6,Entertain,Hybrid
game,block3d/level_07,block3d | block3d/level_07 | Unknown level 7,Entertain,Hybrid
game,block3d/level_08,block3d | block3d/level_08 | Easy - Chair,Entertain,Hybrid
game,block3d/level_09,block3d | block3d/level_09 | Unknown level 9,Entertain,Hybrid
game,block3d/level_10,block3d | block3d/level_10 | Unknown level 10,Entertain,Hybrid
game,block3d/level_11,block3d | block3d/level_11 | Unknown level 11,Entertain,Hybrid
game,block3d/level_12,block3d | block3d/level_12 | Unknown level 12,Entertain,Hybrid
game,block3d/level_13,block3d | block3d/level_13 | Unknown level 13,Entertain,Hybrid
game,block3d/level_14,block3d | block3d/level_14 | Unknown level 14,Entertain,Hybrid
game,block3d/level_15,block3d | block3d/level_15 | Unknown level 15,Entertain,Hybrid
game,block3d/level_16,block3d | block3d/level_16 | Medium - Arch,Entertain,Hybrid
game,block3d/level_17,block3d | block3d/level_17 | Hard - Spiral stairs,Entertain,Hybrid
game,block3d/level_18,block3d | block3d/level_18 | Unknown level 18,Entertain,Hybrid
game,block3d/level_19,block3d | block3d/level_19 | Unknown level 19,Entertain,Hybrid
game,block3d/level_20,block3d | block3d/level_20 | Unknown level 20,Entertain,Hybrid
game,maze/level_01,maze | maze/level_01,Entertain,Navigation
game,maze/level_02,maze | maze/level_02,Entertain,Navigation
game,maze/level_03,maze | maze/level_03,Entertain,Navigation
game,maze/level_04,maze | maze/level_04,Entertain,Navigation
game,maze/level_05,maze | maze/level_05,Entertain,Navigation
game,maze/level_06,maze | maze/level_06,Entertain,Navigation
game,maze/level_07,maze | maze/level_07,Entertain,Navigation
game,maze/level_08,maze | maze/level_08,Entertain,Navigation
game,maze/level_09,maze | maze/level_09,Entertain,Navigation
game,maze/level_10,maze | maze/level_10,Entertain,Navigation
game,maze/level_11,maze | maze/level_11,Entertain,Navigation
game,maze/level_12,maze | maze/level_12,Entertain,Navigation
game,maze/level_13,maze | maze/level_13,Entertain,Navigation
game,maze/level_14,maze | maze/level_14,Entertain,Navigation
game,maze/level_15,maze | maze/level_15,Entertain,Navigation
game,maze/level_16,maze | maze/level_16,Entertain,Navigation
game,maze/level_17,maze | maze/level_17,Entertain,Navigation
game,maze/level_18,maze | maze/level_18,Entertain,Navigation
game,maze/level_19,maze | maze/level_19,Entertain,Navigation
game,maze/level_20,maze | maze/level_20,Entertain,Navigation
game,maze3d_pro/level_01,maze3d_pro | maze3d_pro/level_01,Entertain,Navigation
game,maze3d_pro/level_02,maze3d_pro | maze3d_pro/level_02,Entertain,Navigation
game,maze3d_pro/level_03,maze3d_pro | maze3d_pro/level_03,Entertain,Navigation
game,maze3d_pro/level_04,maze3d_pro | maze3d_pro/level_04,Entertain,Navigation
game,maze3d_pro/level_05,maze3d_pro | maze3d_pro/level_05,Entertain,Navigation
game,maze3d_pro/level_06,maze3d_pro | maze3d_pro/level_06,Entertain,Navigation
game,maze3d_pro/level_07,maze3d_pro | maze3d_pro/level_07,Entertain,Navigation
game,maze3d_pro/level_08,maze3d_pro | maze3d_pro/level_08,Entertain,Navigation
game,maze3d_pro/level_09,maze3d_pro | maze3d_pro/level_09,Entertain,Navigation
game,maze3d_pro/level_10,maze3d_pro | maze3d_pro/level_10,Entertain,Navigation
game,maze3d_pro/level_11,maze3d_pro | maze3d_pro/level_11,Entertain,Navigation
game,maze3d_pro/level_12,maze3d_pro | maze3d_pro/level_12,Entertain,Navigation
game,maze3d_pro/level_13,maze3d_pro | maze3d_pro/level_13,Entertain,Navigation
game,maze3d_pro/level_14,maze3d_pro | maze3d_pro/level_14,Entertain,Navigation
game,maze3d_pro/level_15,maze3d_pro | maze3d_pro/level_15,Entertain,Navigation
game,maze3d_pro/level_16,maze3d_pro | maze3d_pro/level_16,Entertain,Navigation
game,maze3d_pro/level_17,maze3d_pro | maze3d_pro/level_17,Entertain,Navigation
game,maze3d_pro/level_18,maze3d_pro | maze3d_pro/level_18,Entertain,Navigation
game,maze3d_pro/level_19,maze3d_pro | maze3d_pro/level_19,Entertain,Navigation
game,maze3d_pro/level_20,maze3d_pro | maze3d_pro/level_20,Entertain,Navigation
game,maze3d_pro/level_21,maze3d_pro | maze3d_pro/level_21,Entertain,Navigation
game,maze3d_pro/level_22,maze3d_pro | maze3d_pro/level_22,Entertain,Navigation
game,maze3d_pro/level_23,maze3d_pro | maze3d_pro/level_23,Entertain,Navigation
game,maze3d_pro/level_24,maze3d_pro | maze3d_pro/level_24,Entertain,Navigation
game,maze3d_pro/level_25,maze3d_pro | maze3d_pro/level_25,Entertain,Navigation
game,rubik/level_01,rubik | rubik/level_01,Entertain,Interaction
game,rubik/level_02,rubik | rubik/level_02,Entertain,Interaction
game,rubik/level_03,rubik | rubik/level_03,Entertain,Interaction
game,rubik/level_04,rubik | rubik/level_04,Entertain,Interaction
game,rubik/level_05,rubik | rubik/level_05,Entertain,Interaction
game,rubik/level_06,rubik | rubik/level_06,Entertain,Interaction
game,rubik/level_07,rubik | rubik/level_07,Entertain,Interaction
game,rubik/level_08,rubik | rubik/level_08,Entertain,Interaction
game,rubik/level_09,rubik | rubik/level_09,Entertain,Interaction
game,rubik/level_10,rubik | rubik/level_10,Entertain,Interaction
game,rubik/level_11,rubik | rubik/level_11,Entertain,Interaction
game,rubik/level_12,rubik | rubik/level_12,Entertain,Interaction
game,rubik/level_13,rubik | rubik/level_13,Entertain,Interaction
game,rubik/level_14,rubik | rubik/level_14,Entertain,Interaction
game,rubik/level_15,rubik | rubik/level_15,Entertain,Interaction
game,rubik/level_16,rubik | rubik/level_16,Entertain,Interaction
game,rubik/level_17,rubik | rubik/level_17,Entertain,Interaction
game,rubik/level_18,rubik | rubik/level_18,Entertain,Interaction
game,rubik/level_19,rubik | rubik/level_19,Entertain,Interaction
game,rubik/level_20,rubik | rubik/level_20,Entertain,Interaction
game,snake/run_001,snake | snake/run_001,Entertain,Navigation
game,snake/run_002,snake | snake/run_002,Entertain,Navigation
game,snake/run_003,snake | snake/run_003,Entertain,Navigation
game,snake/run_004,snake | snake/run_004,Entertain,Navigation
game,snake/run_005,snake | snake/run_005,Entertain,Navigation
game,snake/run_006,snake | snake/run_006,Entertain,Navigation
game,snake/run_007,snake | snake/run_007,Entertain,Navigation
game,snake/run_008,snake | snake/run_008,Entertain,Navigation
game,snake/run_009,snake | snake/run_009,Entertain,Navigation
game,snake/run_010,snake | snake/run_010,Entertain,Navigation
game,snake/run_011,snake | snake/run_011,Entertain,Navigation
game,snake/run_012,snake | snake/run_012,Entertain,Navigation
game,snake/run_013,snake | snake/run_013,Entertain,Navigation
game,snake/run_014,snake | snake/run_014,Entertain,Navigation
game,snake/run_015,snake | snake/run_015,Entertain,Navigation
